datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-09-24T13:08:34.547Z";"2579.436";"create";"links";;"434f492e-503c-4064-92b3-052da1861853";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:08:47.737Z";"2592.626";"update";"items.Transform";;"fabd99b7-3433-45bb-b040-270b7b40e05e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"3354.2";"445.8";"180";"1.0";;;
"2019-09-24T13:08:53.820Z";"2598.709";"create";"links";;"8ec0417b-d353-4643-bb6e-d9ba40449330";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:09:09.960Z";"2614.849";"update";"items";"Postit";"fabd99b7-3433-45bb-b040-270b7b40e05e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;"661e554e-0a0d-4d56-b494-67181c6888d2";;"0.0";"0.0";"0";"1.0";"regrouper/contenir l'argent";;
"2019-09-24T13:09:05.293Z";"2610.182";"update";"items.Transform";;"ed8df4a6-e800-4499-9647-a79e82553247";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3189.6";"409.1";"0";"1.0";;;
"2019-09-24T13:09:09.476Z";"2614.365";"update";"items.Transform";;"fabd99b7-3433-45bb-b040-270b7b40e05e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"2813.0";"796.3";"180";"1.0";;;
"2019-09-24T13:09:10.916Z";"2615.805";"update";"links";;"8ec0417b-d353-4643-bb6e-d9ba40449330";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:09:14.038Z";"2618.927";"create";"items";"Postit";"90455083-f620-4815-b29d-0a35dc6045a3";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"3327.0";"220.0";"180";"1.0";"";;
"2019-09-24T13:09:01.322Z";"2606.211";"update";"items.Text";;"fabd99b7-3433-45bb-b040-270b7b40e05e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;"regrouper/contenir l'argent";;
"2019-09-24T13:09:19.398Z";"2624.287";"update";"items.Transform";;"ed8df4a6-e800-4499-9647-a79e82553247";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"322.7";"287.3";"0";"1.0";;;
"2019-09-24T13:09:26.181Z";"2631.07";"delete";"links";;"8ec0417b-d353-4643-bb6e-d9ba40449330";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:09:31.056Z";"2635.945";"delete";"links";;"434f492e-503c-4064-92b3-052da1861853";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:09:57.959Z";"2662.848";"create";"items";"Postit";"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"1930.4";"317.8";"0";"1.0";"v";;
"2019-09-24T13:10:09.267Z";"2674.156";"update";"items";"Postit";"fabd99b7-3433-45bb-b040-270b7b40e05e";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;"65ba76e1-1735-451f-b5ad-2871af1a0cd2";"2435.1";"1071.6";"0";"1.0";"regrouper/contenir l'argent";;
